name_muni,Name,Population,Medium_Salary,PIB_per_capita,Mesoregion,Microregion,GINI ,Area,Urban_Area,Demographic_Density
Conceição Do Mato Dentro,"""Conceição Do Mato Dentro""",23162 ,4.1,239333.24,Metropolitana de Belo Horizonte,Conceição do Mato Dentro,0.634,1720.040 ,6.84 ,13.47 
Conceição Do Pará,"""Conceição Do Pará""",5415 ,2.5,60120.86,Oeste de Minas,Divinópolis,0.7,250.306 ,3.31 ,21.63 
Conceição Do Rio Verde,"""Conceição Do Rio Verde""",12541 ,1.6,19333.31,Sul/Sudoeste de Minas,São Lourenço,0.665,369.681 ,3.09 ,33.92 
Conceição Dos Ouros,"""Conceição Dos Ouros""",10880 ,1.5,16269.21,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,0.703,180.236 ,3.07 ,60.37 
Cônego Marinho,"""Cônego Marinho""",7237 ,1.7,7655.69,Norte de Minas,Januária,0.621,1610.470 ,4.10 ,4.49 
Confins,"""Confins""",7350 ,3.1,91747.68,Metropolitana de Belo Horizonte,Belo Horizonte,0.747,42.355 ,7.34 ,173.53 
Congonhal,"""Congonhal""",11083 ,1.6,14209.2,Sul/Sudoeste de Minas,Pouso Alegre,0.712,205.125 ,3.14 ,54.03 
Congonhas,"""Congonhas""",52890 ,2.9,54043.71,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,0.753,304.067 ,22.77 ,173.94 
Congonhas Do Norte,"""Congonhas Do Norte""",4831 ,1.7,8909.47,Metropolitana de Belo Horizonte,Conceição do Mato Dentro,0.568,405.671 ,2.02 ,11.91 
Conquista,"""Conquista""",6694 ,2.4,57460.08,Triângulo Mineiro/Alto Paranaíba,Uberaba,0.729,618.363 ,2.71 ,10.83 
Conselheiro Lafaiete,"""Conselheiro Lafaiete""",131621 ,1.8,19668.85,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,0.761,370.246 ,28.69 ,355.50 
Conselheiro Pena,"""Conselheiro Pena""",20824 ,2,14442.56,Vale do Rio Doce,Aimorés,0.662,1483.883 ,5.85 ,14.03 
Consolação,"""Consolação""",1563 ,2.2,16157.17,Sul/Sudoeste de Minas,Itajubá,0.673,89.122 ,0.35 ,17.54 
Contagem,"""Contagem""",621865 ,2.3,44185.87,Metropolitana de Belo Horizonte,Belo Horizonte,0.756,194.746 ,102.33 ,3193.21 
Coqueiral,"""Coqueiral""",9023 ,1.7,21779.12,Sul/Sudoeste de Minas,Varginha,0.694,296.163 ,1.59 ,30.47 
Coração De Jesus,"""Coração De Jesus""",25377 ,1.5,9106.94,Norte de Minas,Montes Claros,0.642,2225.216 ,5.35 ,11.40 
Cordisburgo,"""Cordisburgo""",7547 ,1.6,13173.1,Metropolitana de Belo Horizonte,Sete Lagoas,0.656,823.654 ,3.14 ,9.16 
Cordislândia,"""Cordislândia""",3200 ,1.5,22737.02,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,0.66,179.543 ,1.04 ,17.82 
Corinto,"""Corinto""",23532 ,1.7,28393.14,Central Mineira,Curvelo,0.68,2525.397 ,6.87 ,9.32 
Coroaci,"""Coroaci""",10884 ,1.6,11986.92,Vale do Rio Doce,Governador Valadares,0.626,576.274 ,1.43 ,18.89 
Coromandel,"""Coromandel""",28894 ,1.9,46059.05,Triângulo Mineiro/Alto Paranaíba,Patrocínio,0.708,3313.313 ,8.15 ,8.72 
Coronel Fabriciano,"""Coronel Fabriciano""",104736 ,1.7,16553.48,Vale do Rio Doce,Ipatinga,0.755,221.252 ,15.65 ,473.38 
Coronel Murta,"""Coronel Murta""",8200 ,1.5,9696.43,Jequitinhonha,Araçuaí,0.627,815.413 ,1.63 ,10.06 
Coronel Pacheco,"""Coronel Pacheco""",2762 ,1.6,17622.01,Zona da Mata,Juiz de Fora,0.669,131.511 ,0.74 ,21.00 
Coronel Xavier Chaves,"""Coronel Xavier Chaves""",3486 ,1.8,17657.86,Campo das Vertentes,São João Del Rei,0.677,140.954 ,1.29 ,24.73 
Córrego Danta,"""Córrego Danta""",2960 ,1.8,48855.38,Oeste de Minas,Piuí,0.692,657.425 ,0.71 ,4.50 
Córrego Do Bom Jesus,"""Córrego Do Bom Jesus""",4272 ,1.8,11527.13,Sul/Sudoeste de Minas,Pouso Alegre,0.692,123.651 ,1.17 ,34.55 
Córrego Fundo,"""Córrego Fundo""",6133 ,1.9,32142.46,Oeste de Minas,Formiga,0.678,101.112 ,1.93 ,60.66 
Córrego Novo,"""Córrego Novo""",2875 ,1.5,12825.78,Vale do Rio Doce,Caratinga,0.632,205.385 ,0.69 ,14.00 
Couto De Magalhães De Minas,"""Couto De Magalhães De Minas""",4245 ,1.9,13424.37,Jequitinhonha,Diamantina,0.659,485.654 ,1.27 ,8.74 
Crisólita,"""Crisólita""",5265 ,1.9,10245.41,Vale do Mucuri,Nanuque,0.585,966.202 ,1.06 ,5.45 
Cristais,"""Cristais""",12197 ,1.1,18709.19,Oeste de Minas,Campo Belo,0.692,628.434 ,1.82 ,19.41 
Cristália,"""Cristália""",5121 ,1.5,8582.93,Norte de Minas,Grão Mogol,0.583,840.702 ,1.50 ,6.09 
Cristiano Otoni,"""Cristiano Otoni""",4667 ,1.7,25409.47,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,0.695,132.872 ,1.37 ,35.12 
Cristina,"""Cristina""",10374 ,1.5,20370.66,Sul/Sudoeste de Minas,Itajubá,0.668,311.330 ,2.09 ,33.32 
Crucilândia,"""Crucilândia""",5434 ,1.5,15940.32,Metropolitana de Belo Horizonte,Itaguara,0.651,167.164 ,1.19 ,32.51 
Cruzeiro Da Fortaleza,"""Cruzeiro Da Fortaleza""",3521 ,2.2,37329.79,Triângulo Mineiro/Alto Paranaíba,Patrocínio,0.696,187.446 ,0.95 ,18.78 
Cruzília,"""Cruzília""",15362 ,1.5,17479.04,Sul/Sudoeste de Minas,Andrelândia,0.695,522.419 ,3.54 ,29.41 
Cuparaque,"""Cuparaque""",3983 ,1.4,13141.66,Vale do Rio Doce,Aimorés,0.627,226.750 ,1.40 ,17.57 
Curral De Dentro,"""Curral De Dentro""",7406 ,1.6,9262.06,Norte de Minas,Salinas,0.585,570.950 ,1.79 ,12.97 
Curvelo,"""Curvelo""",80352 ,1.7,24091.8,Central Mineira,Curvelo,0.713,3296.200 ,23.63 ,24.38 
Datas,"""Datas""",5465 ,1.5,11408.79,Jequitinhonha,Diamantina,0.616,310.099 ,1.30 ,17.62 
Delfim Moreira,"""Delfim Moreira""",7952 ,1.9,14118.12,Sul/Sudoeste de Minas,Itajubá,0.669,408.473 ,2.22 ,19.47 
Delfinópolis,"""Delfinópolis""",8397 ,1.9,29471.34,Sul/Sudoeste de Minas,Passos,0.74,1378.423 ,2.69 ,6.09 
Delta,"""Delta""",10494 ,2.8,43512.58,Triângulo Mineiro/Alto Paranaíba,Uberaba,0.639,102.784 ,3.42 ,102.10 
Descoberto,"""Descoberto""",4928 ,1.4,14018.95,Zona da Mata,Juiz de Fora,0.68,213.168 ,1.05 ,23.12 
Desterro De Entre Rios,"""Desterro De Entre Rios""",7653 ,2.7,31459.47,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,0.639,377.165 ,2.03 ,20.29 
Desterro Do Melo,"""Desterro Do Melo""",2994 ,1.7,14872.76,Campo das Vertentes,Barbacena,0.631,142.279 ,0.51 ,21.04 
Diamantina,"""Diamantina""",47702 ,3,17596.65,Jequitinhonha,Diamantina,0.716,3891.659 ,11.98 ,12.26 
Diogo De Vasconcelos,"""Diogo De Vasconcelos""",3549 ,1.6,10642.24,Metropolitana de Belo Horizonte,Ouro Preto,0.601,165.091 ,0.81 ,21.50 
Dionísio,"""Dionísio""",6847 ,1.3,10749.5,Metropolitana de Belo Horizonte,Itabira,0.702,339.375 ,1.65 ,20.18 
Divinésia,"""Divinésia""",4226 ,1.5,15894.05,Zona da Mata,Ubá,0.657,116.970 ,1.36 ,36.13 
Divino,"""Divino""",20706 ,1.4,14083.03,Zona da Mata,Muriaé,0.605,337.776 ,3.08 ,61.30 
Divino Das Laranjeiras,"""Divino Das Laranjeiras""",4178 ,1.5,11050.35,Vale do Rio Doce,Governador Valadares,0.661,342.249 ,1.35 ,12.21 
Divinolândia De Minas,"""Divinolândia De Minas""",6516 ,1.5,9754.26,Vale do Rio Doce,Guanhães,0.623,133.120 ,2.31 ,48.95 
Divinópolis,"""Divinópolis""",231091 ,2,29331.04,Oeste de Minas,Divinópolis,0.764,708.115 ,67.71 ,326.35 
Divisa Alegre,"""Divisa Alegre""",6321 ,2.1,18973.39,Norte de Minas,Salinas,0.608,117.802 ,2.10 ,53.66 
Divisa Nova,"""Divisa Nova""",5851 ,1.6,15992.72,Sul/Sudoeste de Minas,Alfenas,0.67,216.955 ,1.25 ,26.97 
Divisópolis,"""Divisópolis""",10213 ,1.8,8055.14,Jequitinhonha,Almenara,0.609,572.926 ,1.87 ,17.83 
Dom Bosco,"""Dom Bosco""",3697 ,1.7,15391.95,Noroeste de Minas,Unaí,0.673,817.383 ,1.29 ,4.52 
Dom Cavati,"""Dom Cavati""",4904 ,1.4,12481.44,Vale do Rio Doce,Caratinga,0.688,59.520 ,1.13 ,82.39 
Dom Joaquim,"""Dom Joaquim""",4899 ,1.8,11956.53,Metropolitana de Belo Horizonte,Conceição do Mato Dentro,0.622,398.793 ,1.23 ,12.28 
Dom Silvério,"""Dom Silvério""",5228 ,1.8,18924.09,Zona da Mata,Ponte Nova,0.709,194.972 ,1.29 ,26.81 
Dom Viçoso,"""Dom Viçoso""",3095 ,2.1,12204.18,Sul/Sudoeste de Minas,Itajubá,0.687,113.921 ,1.02 ,27.17 
Dona Euzébia,"""Dona Euzébia""",6093 ,1.3,14607.04,Zona da Mata,Cataguases,0.701,70.231 ,1.26 ,86.76 
Dores De Campos,"""Dores De Campos""",10007 ,1.8,29889.76,Campo das Vertentes,São João Del Rei,0.686,124.842 ,2.28 ,80.16 
Dores De Guanhães,"""Dores De Guanhães""",5029 ,1.9,35985.28,Vale do Rio Doce,Guanhães,0.636,382.124 ,1.03 ,13.16 
Dores Do Indaiá,"""Dores Do Indaiá""",12630 ,1.6,21467.82,Central Mineira,Bom Despacho,0.719,1111.202 ,3.57 ,11.37 
Dores Do Turvo,"""Dores Do Turvo""",4987 ,1.5,13471.17,Zona da Mata,Ubá,0.629,231.169 ,1.13 ,21.57 
Doresópolis,"""Doresópolis""",1461 ,2.3,35923.91,Oeste de Minas,Piuí,0.692,152.912 ,0.38 ,9.55 
Douradoquara,"""Douradoquara""",1829 ,1.8,37976.68,Triângulo Mineiro/Alto Paranaíba,Patrocínio,0.706,312.878 ,0.53 ,5.85 
Durandé,"""Durandé""",7817 ,1.8,15029.72,Zona da Mata,Manhuaçu,0.645,217.461 ,0.94 ,35.95 
Elói Mendes,"""Elói Mendes""",26336 ,1.8,25360.34,Sul/Sudoeste de Minas,Varginha,0.685,499.537 ,5.39 ,52.72 
Engenheiro Caldas,"""Engenheiro Caldas""",13622 ,1.4,11757.05,Vale do Rio Doce,Governador Valadares,0.644,187.058 ,2.28 ,72.82 
Engenheiro Navarro,"""Engenheiro Navarro""",6354 ,1.5,11291.29,Norte de Minas,Bocaiúva,0.655,608.306 ,1.47 ,10.45 
Entre Folhas,"""Entre Folhas""",5179 ,1.8,11640.19,Vale do Rio Doce,Caratinga,0.634,85.390 ,1.18 ,60.65 
Entre Rios De Minas,"""Entre Rios De Minas""",14746 ,1.6,17383.8,Metropolitana de Belo Horizonte,Conselheiro Lafaiete,0.672,456.796 ,3.38 ,32.28 
Ervália,"""Ervália""",20255 ,1.4,18885.22,Zona da Mata,Viçosa,0.625,357.489 ,3.58 ,56.66 
Esmeraldas,"""Esmeraldas""",85594 ,1.7,11494.08,Metropolitana de Belo Horizonte,Belo Horizonte,0.671,909.727 ,54.77 ,94.09 
Espera Feliz,"""Espera Feliz""",24102 ,1.6,15502.49,Zona da Mata,Muriaé,0.663,317.638 ,3.51 ,75.88 
Espinosa,"""Espinosa""",30443 ,1.4,10458.33,Norte de Minas,Janaúba,0.627,1868.970 ,6.15 ,16.29 
Espírito Santo Do Dourado,"""Espírito Santo Do Dourado""",6611 ,1.7,22431.89,Sul/Sudoeste de Minas,Pouso Alegre,0.685,263.879 ,0.94 ,25.05 
Estiva,"""Estiva""",11502 ,1.9,25161.92,Sul/Sudoeste de Minas,Pouso Alegre,0.691,243.872 ,2.46 ,47.16 
Estrela Dalva,"""Estrela Dalva""",2186 ,1.5,16440.89,Zona da Mata,Cataguases,0.71,131.365 ,0.67 ,16.64 
Estrela Do Indaiá,"""Estrela Do Indaiá""",2772 ,1.9,34695.66,Central Mineira,Bom Despacho,0.676,635.981 ,1.31 ,4.36 
Estrela Do Sul,"""Estrela Do Sul""",6840 ,1.6,47370.87,Triângulo Mineiro/Alto Paranaíba,Patrocínio,0.696,822.454 ,2.44 ,8.32 
Eugenópolis,"""Eugenópolis""",10801 ,1.5,16388.94,Zona da Mata,Muriaé,0.675,309.395 ,1.81 ,34.91 
Ewbank Da Câmara,"""Ewbank Da Câmara""",3875 ,1.7,12148.3,Zona da Mata,Juiz de Fora,0.676,103.834 ,0.66 ,37.32 
Extrema,"""Extrema""",53482 ,2.3,311128.82,Sul/Sudoeste de Minas,Pouso Alegre,0.732,244.575 ,26.76 ,218.67 
Fama,"""Fama""",2578 ,2.1,18445.94,Sul/Sudoeste de Minas,Alfenas,0.717,86.024 ,1.31 ,29.97 
Faria Lemos,"""Faria Lemos""",3188 ,1.8,19014.9,Zona da Mata,Muriaé,0.687,165.224 ,0.48 ,19.30 
Felício Dos Santos,"""Felício Dos Santos""",5133 ,1.7,11751.13,Jequitinhonha,Diamantina,0.606,357.622 ,1.29 ,14.35 
Felisburgo,"""Felisburgo""",6489 ,1.7,9161.66,Jequitinhonha,Almenara,0.583,596.215 ,1.86 ,10.88 
Felixlândia,"""Felixlândia""",13978 ,1.9,16189.53,Central Mineira,Curvelo,0.648,1554.627 ,9.29 ,8.99 
Fernandes Tourinho,"""Fernandes Tourinho""",2789 ,1.5,12394.28,Vale do Rio Doce,Governador Valadares,0.646,151.875 ,0.63 ,18.36 
Ferros,"""Ferros""",9590 ,1.8,14200.74,Metropolitana de Belo Horizonte,Itabira,0.603,1088.791 ,2.75 ,8.81 
Fervedouro,"""Fervedouro""",10445 ,1.5,11937.26,Zona da Mata,Muriaé,0.58,357.683 ,1.37 ,29.20 
Florestal,"""Florestal""",8045 ,1.6,17645.53,Metropolitana de Belo Horizonte,Pará de Minas,0.724,194.242 ,3.53 ,41.42 
Formiga,"""Formiga""",68248 ,1.7,28542.54,Oeste de Minas,Formiga,0.755,1501.915 ,18.25 ,45.44 
Formoso,"""Formoso""",7949 ,2.1,25815.96,Noroeste de Minas,Unaí,0.64,3686.004 ,1.89 ,2.16 
Fortaleza De Minas,"""Fortaleza De Minas""",3477 ,2.2,18073.77,Sul/Sudoeste de Minas,Passos,0.67,218.792 ,0.71 ,15.89 
Fortuna De Minas,"""Fortuna De Minas""",3093 ,1.8,15003.42,Metropolitana de Belo Horizonte,Sete Lagoas,0.696,198.709 ,1.50 ,15.57 
Francisco Badaró,"""Francisco Badaró""",7366 ,1.6,6509.59,Jequitinhonha,Capelinha,0.622,461.481 ,1.48 ,15.96 
Francisco Dumont,"""Francisco Dumont""",4503 ,1.3,13259.13,Norte de Minas,Bocaiúva,0.625,1576.128 ,1.32 ,2.86 
Francisco Sá,"""Francisco Sá""",23476 ,1.6,16461.88,Norte de Minas,Montes Claros,0.654,2747.295 ,4.14 ,8.55 
Franciscópolis,"""Franciscópolis""",5034 ,1.8,14155.36,Vale do Mucuri,Teófilo Otoni,0.603,717.087 ,0.53 ,7.02 
Frei Gaspar,"""Frei Gaspar""",5640 ,1.7,11101.52,Vale do Mucuri,Teófilo Otoni,0.59,626.672 ,0.96 ,9.00 
Frei Inocêncio,"""Frei Inocêncio""",8226 ,1.5,11889.94,Vale do Rio Doce,Governador Valadares,0.648,469.557 ,1.96 ,17.52 
Frei Lagonegro,"""Frei Lagonegro""",3391 ,1.5,10081.71,Vale do Rio Doce,Peçanha,0.543,167.474 ,0.51 ,20.25 
Fronteira,"""Fronteira""",14533 ,2.4,55202.89,Triângulo Mineiro/Alto Paranaíba,Frutal,0.684,199.987 ,7.15 ,72.67 
Fronteira Dos Vales,"""Fronteira Dos Vales""",4345 ,1.5,9556.18,Vale do Mucuri,Nanuque,0.592,320.757 ,0.75 ,13.55 
Fruta De Leite,"""Fruta De Leite""",4647 ,1.3,8288.61,Norte de Minas,Salinas,0.544,762.837 ,1.17 ,6.09 
Frutal,"""Frutal""",58588 ,2.2,36335.36,Triângulo Mineiro/Alto Paranaíba,Frutal,0.73,2426.965 ,15.91 ,24.14 
Funilândia,"""Funilândia""",4686 ,1.6,16625.89,Metropolitana de Belo Horizonte,Sete Lagoas,0.655,199.797 ,4.22 ,23.45 
Galiléia,"""Galileia""",6222 ,1.4,13418.39,Vale do Rio Doce,Governador Valadares,0.654,720.303 ,1.88 ,8.64 
Gameleiras,"""Gameleiras""",4793 ,1.5,10045.49,Norte de Minas,Janaúba,0.65,1733.203 ,1.06 ,2.77 
Glaucilândia,"""Glaucilândia""",2928 ,1.5,12213.2,Norte de Minas,Montes Claros,0.679,145.861 ,0.65 ,20.07 
Goiabeira,"""Goiabeira""",2830 ,1.6,13127.06,Vale do Rio Doce,Aimorés,0.647,112.443 ,0.97 ,25.17 
Goianá,"""Goianá""",4053 ,1.7,15588.57,Zona da Mata,Juiz de Fora,0.716,152.039 ,3.39 ,26.66 
Gonçalves,"""Gonçalves""",4736 ,1.8,17610.75,Sul/Sudoeste de Minas,Pouso Alegre,0.683,187.353 ,0.75 ,25.28 
Gonzaga,"""Gonzaga""",5230 ,1.6,9757.77,Vale do Rio Doce,Guanhães,0.606,209.348 ,1.23 ,24.98 
Gouveia,"""Gouveia""",11331 ,1.5,12472.94,Jequitinhonha,Diamantina,0.681,866.601 ,3.13 ,13.08 
Governador Valadares,"""Governador Valadares""",257172 ,1.9,23929.88,Vale do Rio Doce,Governador Valadares,0.727,2342.376 ,49.93 ,109.79 
Grão Mogol,"""Grão Mogol""",13901 ,1.5,45559.67,Norte de Minas,Grão Mogol,0.604,3885.294 ,2.79 ,3.58 
Grupiara,"""Grupiara""",1392 ,1.5,26785.83,Triângulo Mineiro/Alto Paranaíba,Patrocínio,0.731,193.141 ,0.48 ,7.21 
Guanhães,"""Guanhães""",32244 ,1.7,22967.65,Vale do Rio Doce,Guanhães,0.686,1075.124 ,7.16 ,29.99 
Guapé,"""Guapé""",13772 ,1.6,22244.57,Sul/Sudoeste de Minas,Varginha,0.679,934.345 ,3.08 ,14.74 
Guaraciaba,"""Guaraciaba""",9753 ,1.6,10091.12,Zona da Mata,Ponte Nova,0.623,348.596 ,1.01 ,27.98 
Guaraciama,"""Guaraciama""",5051 ,1.7,10365.09,Norte de Minas,Bocaiúva,0.677,390.263 ,0.81 ,12.94 
Guaranésia,"""Guaranésia""",19150 ,1.9,25365.99,Sul/Sudoeste de Minas,São Sebastião do Paraíso,0.701,294.828 ,5.43 ,64.95 
Guarani,"""Guarani""",7714 ,1.7,15700.05,Zona da Mata,Ubá,0.677,264.194 ,1.98 ,29.20 
Guarará,"""Guarará""",3149 ,1.5,13520.71,Zona da Mata,Juiz de Fora,0.652,88.655 ,0.85 ,35.52 
Guarda-Mor,"""Guarda-Mor""",6539 ,2.1,81264.99,Noroeste de Minas,Paracatu,0.69,2068.808 ,1.36 ,3.16 
Guaxupé,"""Guaxupé""",50911 ,2.2,43824.1,Sul/Sudoeste de Minas,São Sebastião do Paraíso,0.751,286.398 ,18.14 ,177.76 
Guidoval,"""Guidoval""",7131 ,1.4,15928.11,Zona da Mata,Ubá,0.683,158.375 ,1.75 ,45.03 
Guimarânia,"""Guimarânia""",8478 ,1.9,34665.24,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,0.693,366.833 ,1.61 ,23.11 
Guiricema,"""Guiricema""",7778 ,1.3,12231.19,Zona da Mata,Ubá,0.674,293.578 ,2.10 ,26.49 
Gurinhatã,"""Gurinhatã""",5192 ,2,26587.35,Triângulo Mineiro/Alto Paranaíba,Ituiutaba,0.68,1849.137 ,1.37 ,2.81 
Heliodora,"""Heliodora""",6134 ,1.5,17209.61,Sul/Sudoeste de Minas,Santa Rita do Sapucaí,0.657,153.950 ,1.24 ,39.84 
Iapu,"""Iapu""",12030 ,1.7,12962.28,Vale do Rio Doce,Caratinga,0.654,340.994 ,1.69 ,35.28 
Ibertioga,"""Ibertioga""",5198 ,1.6,16444.05,Campo das Vertentes,Barbacena,0.657,346.240 ,1.17 ,15.01 
Ibiá,"""Ibiá""",22229 ,2.1,45379.11,Triângulo Mineiro/Alto Paranaíba,Araxá,0.718,2704.132 ,5.47 ,8.22 
Ibiaí,"""Ibiaí""",6286 ,1.4,9656.56,Norte de Minas,Pirapora,0.614,874.760 ,2.27 ,7.19 
Ibiracatu,"""Ibiracatu""",5081 ,1.6,8898.54,Norte de Minas,Montes Claros,0.591,353.257 ,1.47 ,14.38 
Ibiraci,"""Ibiraci""",10948 ,2.5,48826.44,Sul/Sudoeste de Minas,Passos,0.706,562.095 ,3.81 ,19.48 
Ibirité,"""Ibirité""",170387 ,2.1,14400.9,Metropolitana de Belo Horizonte,Belo Horizonte,0.704,72.395 ,22.60 ,2353.57 
Ibitiúra De Minas,"""Ibitiúra De Minas""",3365 ,1.8,16123.46,Sul/Sudoeste de Minas,Poços de Caldas,0.674,68.316 ,0.73 ,49.26 
Ibituruna,"""Ibituruna""",2698 ,1.8,16524.75,Oeste de Minas,Oliveira,0.675,153.106 ,0.61 ,17.62 
Icaraí De Minas,"""Icaraí De Minas""",10677 ,1.6,8001.86,Norte de Minas,Januária,0.624,625.664 ,2.15 ,17.07 
Igarapé,"""Igarapé""",45847 ,1.9,20834.72,Metropolitana de Belo Horizonte,Belo Horizonte,0.698,110.942 ,19.32 ,413.25 
Igaratinga,"""Igaratinga""",10830 ,1.7,50180.98,Oeste de Minas,Divinópolis,0.651,218.343 ,3.60 ,49.60 
Iguatama,"""Iguatama""",6826 ,2,50708.24,Oeste de Minas,Piuí,0.707,628.200 ,2.42 ,10.87 
Ijaci,"""Ijaci""",7003 ,2.5,60274.43,Campo das Vertentes,Lavras,0.714,105.246 ,3.20 ,66.54 
Ilicínea,"""Ilicínea""",12741 ,1.5,16349.48,Sul/Sudoeste de Minas,Varginha,0.68,376.341 ,2.00 ,33.85 
Imbé De Minas,"""Imbé De Minas""",6986 ,1.3,11356.53,Vale do Rio Doce,Caratinga,0.553,196.735 ,1.08 ,35.51 
Inconfidentes,"""Inconfidentes""",7301 ,1.4,15635.42,Sul/Sudoeste de Minas,Poços de Caldas,0.692,149.611 ,2.08 ,48.80 
Indaiabira,"""Indaiabira""",6346 ,1.4,9592.73,Norte de Minas,Salinas,0.61,1004.149 ,1.02 ,6.32 
Indianópolis,"""Indianópolis""",6171 ,2.9,85864.34,Triângulo Mineiro/Alto Paranaíba,Uberlândia,0.674,830.030 ,2.33 ,7.43 
Ingaí,"""Ingaí""",2580 ,1.8,33915.54,Campo das Vertentes,Lavras,0.697,305.591 ,0.44 ,8.44 
Inhapim,"""Inhapim""",22692 ,1.6,15163.89,Vale do Rio Doce,Caratinga,0.658,858.024 ,4.14 ,26.45 
Inhaúma,"""Inhaúma""",6239 ,1.7,19254.68,Metropolitana de Belo Horizonte,Sete Lagoas,0.702,244.996 ,2.51 ,25.47 
Inimutaba,"""Inimutaba""",7371 ,1.4,10663.82,Central Mineira,Curvelo,0.664,527.060 ,2.67 ,13.99 
Ipaba,"""Ipaba""",17136 ,1.5,9514.6,Vale do Rio Doce,Caratinga,0.665,113.246 ,3.98 ,151.32 
Ipanema,"""Ipanema""",19522 ,1.6,14374.42,Vale do Rio Doce,Aimorés,0.693,456.641 ,3.62 ,42.75 
Ipatinga,"""Ipatinga""",227731 ,2.3,42001.94,Vale do Rio Doce,Ipatinga,0.771,164.884 ,39.78 ,1381.16 
Ipiaçu,"""Ipiaçu""",3775 ,2.1,33566.07,Triângulo Mineiro/Alto Paranaíba,Ituiutaba,0.696,466.020 ,0.87 ,8.10 
Ipuiúna,"""Ipuiuna""",9135 ,1.7,17055.16,Sul/Sudoeste de Minas,Pouso Alegre,0.686,298.195 ,2.24 ,30.63 
Iraí De Minas,"""Iraí De Minas""",7180 ,1.8,30034.2,Triângulo Mineiro/Alto Paranaíba,Patrocínio,0.695,356.264 ,1.89 ,20.15 
Itabira,"""Itabira""",113343 ,2.1,56164.2,Metropolitana de Belo Horizonte,Itabira,0.756,1253.704 ,25.63 ,90.41 
Itabirinha,"""Itabirinha""",10362 ,1.6,11979.33,Vale do Rio Doce,Mantena,0.653,209.034 ,2.03 ,49.57 
Itabirito,"""Itabirito""",53282 ,2.4,126859.47,Metropolitana de Belo Horizonte,Ouro Preto,0.73,544.027 ,21.31 ,97.94 
Itacambira,"""Itacambira""",4252 ,1.8,12452.55,Norte de Minas,Grão Mogol,0.628,1788.445 ,0.44 ,2.38 
Itacarambi,"""Itacarambi""",17208 ,1.7,11355.54,Norte de Minas,Januária,0.641,1225.273 ,4.06 ,14.04 
Itaguara,"""Itaguara""",13846 ,1.6,25391.52,Metropolitana de Belo Horizonte,Itaguara,0.691,410.468 ,3.11 ,33.73 
Itaipé,"""Itaipé""",10463 ,1.8,8197.44,Vale do Mucuri,Teófilo Otoni,0.552,480.829 ,1.65 ,21.76 
Itajubá,"""Itajubá""",93073 ,2.7,33809.39,Sul/Sudoeste de Minas,Itajubá,0.787,294.835 ,19.51 ,315.68 
Itamarandiba,"""Itamarandiba""",32948 ,1.5,17062.45,Jequitinhonha,Capelinha,0.646,2735.573 ,6.01 ,12.04 
Itamarati De Minas,"""Itamarati De Minas""",3690 ,1.4,14271.39,Zona da Mata,Cataguases,0.688,94.568 ,0.60 ,39.02 
Itambacuri,"""Itambacuri""",21042 ,1.6,13448.47,Vale do Rio Doce,Governador Valadares,0.634,1419.209 ,4.39 ,14.83 
Itambé Do Mato Dentro,"""Itambé Do Mato Dentro""",2142 ,1.6,15377.32,Metropolitana de Belo Horizonte,Conceição do Mato Dentro,0.634,380.340 ,0.59 ,5.63 
Itamogi,"""Itamogi""",10770 ,1.7,20786.05,Sul/Sudoeste de Minas,São Sebastião do Paraíso,0.674,243.714 ,2.03 ,44.19 
Itamonte,"""Itamonte""",14786 ,2.1,65183.75,Sul/Sudoeste de Minas,São Lourenço,0.705,431.792 ,3.97 ,34.24 
Itanhandu,"""Itanhandu""",15236 ,1.8,28156.46,Sul/Sudoeste de Minas,São Lourenço,0.739,143.363 ,4.83 ,106.28 
Itanhomi,"""Itanhomi""",11128 ,1.6,11443.67,Vale do Rio Doce,Governador Valadares,0.65,488.843 ,2.42 ,22.76 
Itaobim,"""Itaobim""",19151 ,1.7,13129.02,Jequitinhonha,Pedra Azul,0.629,679.024 ,4.17 ,28.20 
Itapagipe,"""Itapagipe""",13690 ,2.3,30933.73,Triângulo Mineiro/Alto Paranaíba,Frutal,0.723,1802.438 ,3.57 ,7.60 
Itapecerica,"""Itapecerica""",20984 ,1.8,23834.19,Oeste de Minas,Formiga,0.713,1040.519 ,6.45 ,20.17 
Itapeva,"""Itapeva""",12692 ,2.1,69091.44,Sul/Sudoeste de Minas,Pouso Alegre,0.72,177.347 ,5.68 ,71.57 
Itatiaiuçu,"""Itatiaiuçu""",12966 ,3.3,164890.77,Metropolitana de Belo Horizonte,Itaguara,0.677,295.145 ,7.24 ,43.93 
Itaú De Minas,"""Itaú De Minas""",14406 ,2.1,39053.89,Sul/Sudoeste de Minas,Passos,0.776,153.421 ,4.31 ,93.90 
